5.000000000000000e+00	4.991170e+00	4.092654e+00
5.000000000000000e+00	4.991139e+00	4.105193e+00
5.000000000000000e+00	4.991108e+00	4.117846e+00
5.000000000000000e+00	4.991076e+00	4.130609e+00
5.000000000000000e+00	4.991043e+00	4.143476e+00
5.000000000000000e+00	4.991010e+00	4.156443e+00
5.000000000000000e+00	4.990976e+00	4.169506e+00
5.000000000000000e+00	4.990942e+00	4.182662e+00
5.000000000000000e+00	4.990907e+00	4.195906e+00
5.000000000000000e+00	4.990872e+00	4.209237e+00
5.000000000000000e+00	4.990837e+00	4.222651e+00
5.000000000000000e+00	4.990801e+00	4.236145e+00
5.000000000000000e+00	4.990765e+00	4.249717e+00
5.000000000000000e+00	4.990728e+00	4.263364e+00
5.000000000000000e+00	4.990692e+00	4.277083e+00
5.000000000000000e+00	4.990655e+00	4.290874e+00
5.000000000000000e+00	4.990617e+00	4.304733e+00
5.000000000000000e+00	4.990580e+00	4.318658e+00
5.000000000000000e+00	4.990542e+00	4.332649e+00
5.000000000000000e+00	4.990504e+00	4.346702e+00
5.000000000000000e+00	4.990466e+00	4.360817e+00
